GEO.id,GEO.id2,GEO.display-label,HD01_S01,HD02_S01,HD01_S02,HD02_S02,HD01_S03,HD02_S03,HD01_S04,HD02_S04,HD01_S05,HD02_S05,HD01_S06,HD02_S06,HD01_S07,HD02_S07,HD01_S08,HD02_S08,HD01_S09,HD02_S09,HD01_S10,HD02_S10,HD01_S11,HD02_S11,HD01_S12,HD02_S12,HD01_S13,HD02_S13,HD01_S14,HD02_S14,HD01_S15,HD02_S15,HD01_S16,HD02_S16,HD01_S17,HD02_S17,HD01_S18,HD02_S18,HD01_S19,HD02_S19,HD01_S20,HD02_S20,HD01_S21,HD02_S21,HD01_S22,HD02_S22,HD01_S23,HD02_S23,HD01_S24,HD02_S24,HD01_S25,HD02_S25
1000000US370810101001010,370810101001010,"Block 1010, Block Group 1, Census Tract 101, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810101001011,370810101001011,"Block 1011, Block Group 1, Census Tract 101, Guilford County, North Carolina",6,100.0,0,0.0,0,0.0,0,0.0,0,0.0,5,83.3,0,0.0,5,83.3,0,0.0,1,16.7,0,0.0,1,16.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810101001012,370810101001012,"Block 1012, Block Group 1, Census Tract 101, Guilford County, North Carolina",65,100.0,13,20.0,0,0.0,13,20.0,0,0.0,52,80.0,0,0.0,52,80.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810101001013,370810101001013,"Block 1013, Block Group 1, Census Tract 101, Guilford County, North Carolina",28,100.0,5,17.9,0,0.0,3,10.7,0,0.0,24,85.7,6,21.4,21,75.0,5,17.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,7.1,2,7.1,1,3.6,1,3.6
1000000US370810101001014,370810101001014,"Block 1014, Block Group 1, Census Tract 101, Guilford County, North Carolina",85,100.0,16,18.8,3,3.5,16,18.8,3,3.5,69,81.2,0,0.0,69,81.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810101001015,370810101001015,"Block 1015, Block Group 1, Census Tract 101, Guilford County, North Carolina",47,100.0,1,2.1,0,0.0,1,2.1,0,0.0,40,85.1,0,0.0,40,85.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,12.8,6,12.8,6,12.8,6,12.8
1000000US370810101001016,370810101001016,"Block 1016, Block Group 1, Census Tract 101, Guilford County, North Carolina",41,100.0,9,22.0,0,0.0,9,22.0,0,0.0,32,78.0,0,0.0,32,78.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810101001017,370810101001017,"Block 1017, Block Group 1, Census Tract 101, Guilford County, North Carolina",43,100.0,0,0.0,0,0.0,0,0.0,0,0.0,39,90.7,0,0.0,39,90.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,9.3,4,9.3,4,9.3,4,9.3
1000000US370810101001018,370810101001018,"Block 1018, Block Group 1, Census Tract 101, Guilford County, North Carolina",37,100.0,0,0.0,0,0.0,0,0.0,0,0.0,36,97.3,0,0.0,36,97.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.7,0,0.0,0,0.0,0,0.0,1,2.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810101001019,370810101001019,"Block 1019, Block Group 1, Census Tract 101, Guilford County, North Carolina",50,100.0,4,8.0,0,0.0,4,8.0,0,0.0,46,92.0,0,0.0,46,92.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810101001020,370810101001020,"Block 1020, Block Group 1, Census Tract 101, Guilford County, North Carolina",22,100.0,1,4.5,0,0.0,0,0.0,0,0.0,22,100.0,2,9.1,21,95.5,2,9.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810101001021,370810101001021,"Block 1021, Block Group 1, Census Tract 101, Guilford County, North Carolina",100,100.0,11,11.0,0,0.0,11,11.0,0,0.0,84,84.0,0,0.0,84,84.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,5.0,0,0.0,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810101001022,370810101001022,"Block 1022, Block Group 1, Census Tract 101, Guilford County, North Carolina",20,100.0,5,25.0,0,0.0,5,25.0,0,0.0,15,75.0,0,0.0,15,75.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810101001023,370810101001023,"Block 1023, Block Group 1, Census Tract 101, Guilford County, North Carolina",26,100.0,1,3.8,0,0.0,1,3.8,0,0.0,20,76.9,0,0.0,20,76.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,19.2,2,7.7,5,19.2,2,7.7
1000000US370810101001024,370810101001024,"Block 1024, Block Group 1, Census Tract 101, Guilford County, North Carolina",53,100.0,3,5.7,0,0.0,3,5.7,0,0.0,35,66.0,0,0.0,35,66.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,28.3,15,28.3,15,28.3,15,28.3
1000000US370810101001025,370810101001025,"Block 1025, Block Group 1, Census Tract 101, Guilford County, North Carolina",200,100.0,38,19.0,1,0.5,30,15.0,1,0.5,148,74.0,2,1.0,136,68.0,0,0.0,12,6.0,2,1.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,9.0,16,8.0,18,9.0,16,8.0
1000000US370810101001026,370810101001026,"Block 1026, Block Group 1, Census Tract 101, Guilford County, North Carolina",70,100.0,18,25.7,4,5.7,16,22.9,2,2.9,41,58.6,0,0.0,37,52.9,0,0.0,5,7.1,1,1.4,1,1.4,0,0.0,1,1.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,17.1,12,17.1,9,12.9,9,12.9
1000000US370810101001027,370810101001027,"Block 1027, Block Group 1, Census Tract 101, Guilford County, North Carolina",61,100.0,1,1.6,0,0.0,1,1.6,0,0.0,59,96.7,0,0.0,57,93.4,0,0.0,3,4.9,0,0.0,1,1.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810101001028,370810101001028,"Block 1028, Block Group 1, Census Tract 101, Guilford County, North Carolina",28,100.0,0,0.0,0,0.0,0,0.0,0,0.0,28,100.0,0,0.0,28,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810101001029,370810101001029,"Block 1029, Block Group 1, Census Tract 101, Guilford County, North Carolina",14,100.0,3,21.4,0,0.0,3,21.4,0,0.0,11,78.6,0,0.0,8,57.1,0,0.0,3,21.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810101001030,370810101001030,"Block 1030, Block Group 1, Census Tract 101, Guilford County, North Carolina",38,100.0,9,23.7,0,0.0,9,23.7,0,0.0,29,76.3,0,0.0,29,76.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810101001031,370810101001031,"Block 1031, Block Group 1, Census Tract 101, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810101001032,370810101001032,"Block 1032, Block Group 1, Census Tract 101, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810101001033,370810101001033,"Block 1033, Block Group 1, Census Tract 101, Guilford County, North Carolina",19,100.0,11,57.9,4,21.1,11,57.9,4,21.1,8,42.1,0,0.0,8,42.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810101001034,370810101001034,"Block 1034, Block Group 1, Census Tract 101, Guilford County, North Carolina",56,100.0,16,28.6,0,0.0,13,23.2,0,0.0,34,60.7,0,0.0,33,58.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,16.1,7,12.5,7,12.5,7,12.5
1000000US370810101001035,370810101001035,"Block 1035, Block Group 1, Census Tract 101, Guilford County, North Carolina",42,100.0,19,45.2,6,14.3,19,45.2,6,14.3,23,54.8,0,0.0,23,54.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810101001036,370810101001036,"Block 1036, Block Group 1, Census Tract 101, Guilford County, North Carolina",32,100.0,6,18.8,3,9.4,6,18.8,3,9.4,17,53.1,0,0.0,17,53.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,28.1,9,28.1,9,28.1,9,28.1
1000000US370810102001000,370810102001000,"Block 1000, Block Group 1, Census Tract 102, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810102001001,370810102001001,"Block 1001, Block Group 1, Census Tract 102, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810102001002,370810102001002,"Block 1002, Block Group 1, Census Tract 102, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810102001003,370810102001003,"Block 1003, Block Group 1, Census Tract 102, Guilford County, North Carolina",1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810102001004,370810102001004,"Block 1004, Block Group 1, Census Tract 102, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810102001005,370810102001005,"Block 1005, Block Group 1, Census Tract 102, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810102001006,370810102001006,"Block 1006, Block Group 1, Census Tract 102, Guilford County, North Carolina",9,100.0,9,100.0,0,0.0,9,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810102001007,370810102001007,"Block 1007, Block Group 1, Census Tract 102, Guilford County, North Carolina",67,100.0,31,46.3,2,3.0,29,43.3,0,0.0,2,3.0,0,0.0,2,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34,50.7,1,1.5,34,50.7,1,1.5,0,0.0,0,0.0,0,0.0,0,0.0,2,3.0,2,3.0,0,0.0,0,0.0
1000000US370810102001008,370810102001008,"Block 1008, Block Group 1, Census Tract 102, Guilford County, North Carolina",44,100.0,20,45.5,2,4.5,19,43.2,1,2.3,25,56.8,1,2.3,23,52.3,0,0.0,1,2.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810102001009,370810102001009,"Block 1009, Block Group 1, Census Tract 102, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810102001010,370810102001010,"Block 1010, Block Group 1, Census Tract 102, Guilford County, North Carolina",148,100.0,25,16.9,3,2.0,18,12.2,2,1.4,119,80.4,1,0.7,107,72.3,0,0.0,9,6.1,0,0.0,3,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,7.4,6,4.1,5,3.4,4,2.7
1000000US370810102001011,370810102001011,"Block 1011, Block Group 1, Census Tract 102, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810102001012,370810102001012,"Block 1012, Block Group 1, Census Tract 102, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810102001013,370810102001013,"Block 1013, Block Group 1, Census Tract 102, Guilford County, North Carolina",366,100.0,57,15.6,9,2.5,53,14.5,9,2.5,279,76.2,0,0.0,276,75.4,0,0.0,8,2.2,4,1.1,5,1.4,4,1.1,8,2.2,0,0.0,8,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,5.2,19,5.2,19,5.2,19,5.2
1000000US370810102001014,370810102001014,"Block 1014, Block Group 1, Census Tract 102, Guilford County, North Carolina",35,100.0,16,45.7,0,0.0,16,45.7,0,0.0,9,25.7,0,0.0,9,25.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,28.6,10,28.6,10,28.6,10,28.6
1000000US370810102001015,370810102001015,"Block 1015, Block Group 1, Census Tract 102, Guilford County, North Carolina",83,100.0,27,32.5,0,0.0,27,32.5,0,0.0,38,45.8,0,0.0,38,45.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,16.9,0,0.0,14,16.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,4.8,4,4.8,4,4.8,4,4.8
1000000US370810102001016,370810102001016,"Block 1016, Block Group 1, Census Tract 102, Guilford County, North Carolina",23,100.0,7,30.4,1,4.3,6,26.1,0,0.0,15,65.2,1,4.3,14,60.9,0,0.0,1,4.3,0,0.0,1,4.3,0,0.0,1,4.3,0,0.0,1,4.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810102001017,370810102001017,"Block 1017, Block Group 1, Census Tract 102, Guilford County, North Carolina",182,100.0,38,20.9,1,0.5,36,19.8,0,0.0,139,76.4,3,1.6,137,75.3,2,1.1,3,1.6,2,1.1,1,0.5,0,0.0,5,2.7,0,0.0,5,2.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810102001018,370810102001018,"Block 1018, Block Group 1, Census Tract 102, Guilford County, North Carolina",30,100.0,13,43.3,0,0.0,13,43.3,0,0.0,12,40.0,0,0.0,12,40.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,16.7,5,16.7,5,16.7,5,16.7
1000000US370810102001019,370810102001019,"Block 1019, Block Group 1, Census Tract 102, Guilford County, North Carolina",69,100.0,17,24.6,0,0.0,17,24.6,0,0.0,8,11.6,0,0.0,8,11.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44,63.8,0,0.0,44,63.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810102001020,370810102001020,"Block 1020, Block Group 1, Census Tract 102, Guilford County, North Carolina",58,100.0,21,36.2,8,13.8,20,34.5,8,13.8,25,43.1,0,0.0,24,41.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,5.2,0,0.0,3,5.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,17.2,10,17.2,10,17.2,10,17.2
